"name","type","breed","color","sex","size","date_of_birth","impound_number","kennel_number","id","intake_date","outcome_date","days_in_shelter","intake_type","intake_subtype","outcome_type","outcome_subtype","intake_condition","outcome_condition","intake_jurisdiction","outcome_jurisdiction","zip_code","location","intake_total"
,"DOG","PIT BULL","GRAY/WHITE","Female","LARGE","2011-01-03T00:00:00.000","K13-007066","DS60","A300728","2013-12-18T00:00:00.000","2014-01-05T00:00:00.000","18","STRAY","OVER THE COUNTER","EUTHANIZE","AGGRESSIVE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA",,,,"1"
,"CAT","DOMESTIC SH","BLACK","Female","KITTN","2018-03-29T00:00:00.000","K18-028436","CI01","A373011","2018-05-29T00:00:00.000","2018-05-30T00:00:00.000","1","STRAY","OVER THE COUNTER","TRANSFER","HSSC","TREATABLE/REHAB","TREATABLE/REHAB","COUNTY","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"DUDLEY","DOG","BORDER COLLIE","WHITE/BLACK","Neutered","MED","2012-11-11T00:00:00.000","K16-021540","DS75","A344952","2016-11-11T00:00:00.000","2016-11-12T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","TREATABLE/MANAGEABLE","HEALTHY","COUNTY","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
"*LARRY","CAT","DOMESTIC SH","BUFF/WHITE","Neutered","KITTN","2014-04-18T00:00:00.000","K14-009615","49ERPET","A308702","2014-07-02T00:00:00.000","2014-07-15T00:00:00.000","13","STRAY","OVER THE COUNTER","ADOPTION","49ER PET","HEALTHY","HEALTHY","COUNTY","*ROHNERT PARK","94928","
,  94928
(38.34246, -122.71181)","1"
,"DOG","PIT BULL/LABRADOR RETR","BROWN/WHITE","Female","MED","2013-02-13T00:00:00.000","K15-012771","DS76","A316755","2015-02-13T00:00:00.000","2015-02-23T00:00:00.000","10","STRAY","FIELD","EUTHANIZE","BEH SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"*BERT","CAT","DOMESTIC SH","WHITE/BUFF","Neutered","KITTN","2018-04-17T00:00:00.000","K18-028251","LOBBY","A372542","2018-05-15T00:00:00.000","2018-07-05T00:00:00.000","51","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","UNKNOWN","HEALTHY","COUNTY","*PETALUMA","94954","
,  94954
(38.245316, -122.59871)","1"
"*ALEX","CAT","DOMESTIC SH","BLACK/WHITE","Neutered","KITTN","2018-03-15T00:00:00.000","K18-028182","LOBBY","A372315","2018-05-08T00:00:00.000","2018-05-19T00:00:00.000","11","STRAY","OVER THE COUNTER","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","COUNTY","COUNTY","94515","
,  94515","1"
"*VIOLET","DOG","PIT BULL/MIX","BLUE/WHITE","Female","MED",,"K14-012055","TX","A314846","2014-12-12T00:00:00.000","2015-01-08T00:00:00.000","27","STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
,"OTHER","PIGEON","BROWN/WHITE","Unknown","SMALL",,"K19-032849","CS06","A389210","2019-07-03T00:00:00.000","2019-07-16T00:00:00.000","13","STRAY","FIELD","TRANSFER","WESTFARM","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
"VINNY","DOG","CHIHUAHUA SH/MIX","WHITE/BROWN","Neutered","SMALL","2013-01-15T00:00:00.000","K14-007370","DA05","A301607","2014-01-15T00:00:00.000","2014-02-04T00:00:00.000","20","STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY","97266","
,  97266
(45.49248, -122.55252)","1"
"OREO","CAT","DOMESTIC SH","WHITE/BLACK","Neutered","SMALL","2016-03-25T00:00:00.000","K17-022921","CA02","A349970","2017-03-25T00:00:00.000","2017-04-18T00:00:00.000","24","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","FACEBOOK","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95409","
,  95409
(38.46417, -122.67071)","1"
"GEORGIE","DOG","PAPILLON","WHITE/BLACK","Neutered","MED",,"K20-037411","DS96","A401540","2020-11-24T00:00:00.000","2020-12-05T00:00:00.000","11","CONFISCATE","FLD_HOSPTL","RETURN TO OWNER","OVER THE COUNTER_CALL","UNKNOWN","PENDING","SANTA ROSA","OUT OF COUNTY","95631","
,  95631
(39.01987, -120.81925)","1"
,"CAT","DOMESTIC MH","TORTIE/BROWN","Unknown","SMALL",,"K15-014923","CS06","A324304","2015-07-14T00:00:00.000","2015-07-28T00:00:00.000","14","CONFISCATE","FLD_CRUEL","TRANSFER","FORGOTTEN","HEALTHY","HEALTHY","*WINDSOR","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"CALLIE","CAT","DOMESTIC SH","CALICO","Spayed","SMALL","2008-01-01T00:00:00.000","K14-012245","CS04","A315355","2014-12-30T00:00:00.000","2015-02-03T00:00:00.000","35","STRAY","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95409","
,  95409
(38.46417, -122.67071)","1"
"*LUTHER","CAT","DOMESTIC MH","GRAY TABBY/WHITE","Neutered","SMALL","2019-02-09T00:00:00.000","K21-037856","CA02","A402401","2021-02-09T00:00:00.000","2021-04-17T00:00:00.000","67","STRAY","FIELD","ADOPTION","SCAS WEB","UNKNOWN","HEALTHY","SANTA ROSA","OUT OF COUNTY","95133","
,  95133
(37.37424, -121.86644)","1"
"*NILLA","DOG","CHIHUAHUA SH","BROWN/WHITE","Spayed","SMALL","2011-09-02T00:00:00.000","K14-010338","DA10","A310286","2014-08-18T00:00:00.000","2014-09-11T00:00:00.000","24","OWNER SURRENDER","FIELD","TRANSFER","HSSC","HEALTHY","HEALTHY","COUNTY","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"COOKIE","CAT","DOMESTIC MH","BLUE CREAM","Spayed","KITTN","2015-05-24T00:00:00.000","K15-015082","TX","A324638","2015-07-24T00:00:00.000","2015-08-19T00:00:00.000","26","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","REFERRAL","TREATABLE/REHAB","HEALTHY","COUNTY","SANTA ROSA","95409","
,  95409
(38.46417, -122.67071)","1"
,"DOG","LABRADOR RETR","YELLOW","Male","LARGE","2017-12-20T00:00:00.000","K18-030954","DS94","A382097","2018-12-20T00:00:00.000","2019-01-02T00:00:00.000","13","STRAY","FIELD","TRANSFER",,"HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY","94598","
,  94598
(37.91666, -122.01313)","1"
,"DOG","GERM SHEPHERD/LABRADOR RETR","YELLOW/WHITE","Male","LARGE",,"K16-017698","DQ112","A332724","2016-02-04T00:00:00.000","2016-02-13T00:00:00.000","9","OWNER SURRENDER","FIELD","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
"MUNECA","DOG","CHIHUAHUA SH","BROWN/WHITE","Spayed","TOY","2008-06-21T00:00:00.000","K15-017269","DA46","A229298","2015-12-29T00:00:00.000","2016-01-23T00:00:00.000","25","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
,"DOG","ALASKAN HUSKY","BLACK/WHITE","Male","MED","2011-10-17T00:00:00.000","K20-036918","DS68","A400712","2020-10-01T00:00:00.000","2020-11-18T00:00:00.000","48","STRAY","FIELD","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
"TINKERBELL","DOG","CHIHUAHUA LH","WHITE/BROWN","Spayed","TOY","2009-05-21T00:00:00.000","K18-027692","DS52","A322254","2018-03-29T00:00:00.000","2018-04-06T00:00:00.000","8","OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","BEH SEVERE","UNKNOWN","UNTREATABLE","SANTA ROSA",,,,"1"
"BENTLEY","DOG","AMER ESKIMO","WHITE","Male","SMALL","2012-08-26T00:00:00.000","K19-034865","DS57","A307597","2019-12-14T00:00:00.000","2019-12-14T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_CALL","HEALTHY","HEALTHY","COUNTY","COUNTY","95472","
,  95472
(38.40179, -122.82512)","1"
"TURTLE","DOG","PUG","CREAM","Neutered","TOY","2008-05-15T00:00:00.000","K20-036915","DS82","A374609","2020-09-30T00:00:00.000","2020-10-02T00:00:00.000","2","CONFISCATE","FLD_ARREST","RETURN TO OWNER","OVER THE COUNTER_ARREST","UNKNOWN","PENDING","COUNTY","COUNTY","95404","
,  95404
(38.458384, -122.675588)","1"
"ROXIE","DOG","GERM SHEPHERD","BLACK/TAN","Female","LARGE","2019-04-11T00:00:00.000","K22-040460","DS62","A408744","2022-01-07T00:00:00.000","2022-02-02T00:00:00.000","26","STRAY","FIELD","TRANSFER","PETSLIFELN","UNKNOWN","HEALTHY","COUNTY","COUNTY","95476","
,  95476
(38.29188, -122.45728)","1"
"BUSTER","DOG","CHIHUAHUA SH","TAN","Spayed","TOY","2004-04-01T00:00:00.000","K21-039950","TRUCK","A336499","2021-10-20T00:00:00.000","2021-10-20T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","UNKNOWN","HEALTHY","COUNTY","COUNTY","95476","
,  95476
(38.29188, -122.45728)","1"
,"CAT","DOMESTIC LH","CALICO","Female","SMALL",,"K18-028434","CS05","A373005","2018-05-29T00:00:00.000","2018-06-07T00:00:00.000","9","STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","*WINDSOR",,,,"1"
,"CAT","DOMESTIC SH","ORANGE","Unknown","SMALL",,"K19-033218","TRUCK","A390194","2019-08-06T00:00:00.000","2019-08-06T00:00:00.000","0","STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"JACK","DOG","AUST SHEPHERD/MIX","TRICOLOR","Neutered","MED","2004-08-12T00:00:00.000","K15-012969","DS84","A219031","2015-02-28T00:00:00.000","2015-03-03T00:00:00.000","3","STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"*JASPER","CAT","DOMESTIC LH","GRAY/WHITE","Neutered","KITTN","2014-09-05T00:00:00.000","K14-011483","CA02","A313123","2014-10-27T00:00:00.000","2014-11-06T00:00:00.000","10","TRANSFER","VET_HOSP","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"KYLIE","DOG","CHIHUAHUA SH","BROWN","Spayed","TOY","2014-01-16T00:00:00.000","K14-008038","DA48","A303822","2014-03-11T00:00:00.000","2014-04-03T00:00:00.000","23","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","TREATABLE/REHAB","HEALTHY","COUNTY","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"MILO","DOG","SCHNAUZER MIN","GRAY/WHITE","Neutered","SMALL","2014-04-07T00:00:00.000","K14-011136","DA04","A312505","2014-10-07T00:00:00.000","2014-10-29T00:00:00.000","22","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","95472","
,  95472
(38.40179, -122.82512)","1"
"FIONA","CAT","DOMESTIC SH","BLACK","Female","SMALL","2021-05-16T00:00:00.000","K22-041386","SMM","A411594","2022-05-16T00:00:00.000","2022-05-21T00:00:00.000","5","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","UNKNOWN","PENDING","COUNTY","COUNTY","95448","
,  95448
(38.61064, -122.86883)","1"
"ZUES","DOG","CATAHOULA/MIX","TAN/WHITE","Male","LARGE","2020-03-16T00:00:00.000","K22-040911","DQ109","A410552","2022-03-16T00:00:00.000","2022-04-09T00:00:00.000","24","QUARANTINE","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","UNKNOWN","PENDING","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"JASPER","DOG","PARSON RUSS TER","TAN","Neutered","SMALL","2010-04-08T00:00:00.000","K14-008349","DA40","A305091","2014-04-08T00:00:00.000","2014-05-24T00:00:00.000","46","STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","*WINDSOR","OUT OF COUNTY","27127","
,  27127
(36.05584, -80.24692)","1"
"*SKYLAR","CAT","DOMESTIC MH","GRAY TABBY/WHITE","Spayed","KITTN","2014-07-23T00:00:00.000","K14-010497","LOBBY","A310731","2014-08-27T00:00:00.000","2014-10-01T00:00:00.000","35","STRAY","OVER THE COUNTER","ADOPTION","INTERNET","TREATABLE/REHAB","HEALTHY","COUNTY","*HEALDSBURG","95448","
,  95448
(38.61064, -122.86883)","1"
"TARA","DOG","CHIHUAHUA SH","TAN","Spayed","SMALL","2009-03-14T00:00:00.000","K22-042309","DA25","A396847","2022-08-22T00:00:00.000","2022-08-23T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","UNKNOWN","PENDING","COUNTY","SANTA ROSA","95405","
,  95405
(38.44473, -122.68655)","1"
"TANNER","DOG","LABRADOR RETR","YELLOW","Spayed","X-LRG","2009-05-03T00:00:00.000","K20-035354","DA28","A336508","2020-02-14T00:00:00.000","2020-02-18T00:00:00.000","4","OWNER SURRENDER","OVER THE COUNTER","TRANSFER","LILYS LEGA","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","COUNTY","94954","
,  94954
(38.245316, -122.59871)","1"
"TINY","DOG","LABRADOR RETR/MIX","WHITE","Male","LARGE",,"K21-040240","TRUCK","A408091","2021-12-05T00:00:00.000","2021-12-05T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_IDTAG","HEALTHY","HEALTHY","COUNTY",,,,"1"
"CHICO","DOG","LAB & MIX","BLACK","Male",,"2018-11-17T00:00:00.000","K22-042921","TRUCK","A387644","2022-10-22T00:00:00.000","2022-10-22T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
"LUCY","DOG","AUST CATTLE DOG","BLUE TICK","Female","MED","2014-07-07T00:00:00.000","K16-021247","TRUCK","A339340","2016-10-20T00:00:00.000","2016-10-20T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_LIC","HEALTHY","HEALTHY","COUNTY","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"GIA","DOG","POMERANIAN/MIX","BROWN/WHITE","Spayed","TOY","2016-02-10T00:00:00.000","K16-018192","FOSTER","A334828","2016-02-10T00:00:00.000","2016-04-12T00:00:00.000","62","OWNER SURRENDER","BORN_HERE","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"ROCKY","DOG","SIBERIAN HUSKY/BOXER","WHITE/TAN","Neutered","LARGE","2013-06-01T00:00:00.000","K14-011831","DQ113","A314276","2014-11-25T00:00:00.000","2014-11-26T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","COUNTY","*HEALDSBURG","95448","
,  95448
(38.61064, -122.86883)","1"
"LIL BOY","DOG","PIT BULL","BLACK/WHITE","Male","MED","2014-09-22T00:00:00.000","K16-020860","DS75","A342598","2016-09-22T00:00:00.000","2016-10-05T00:00:00.000","13","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","COUNTY","COUNTY","95446","
,  95446
(38.50204, -122.99739)","1"
"BUTTERCUP","DOG","LABRADOR RETR/MIX","YELLOW","Spayed","LARGE","2012-08-16T00:00:00.000","K19-033349","DS61","A390441","2019-08-16T00:00:00.000","2019-08-16T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","UNKNOWN","PENDING","SANTA ROSA","SANTA ROSA","95405","
,  95405
(38.44473, -122.68655)","1"
"TRACKER","DOG","GERM SHEPHERD/MIX","BROWN","Neutered","MED",,"K19-034497","DS70","A393618","2019-11-09T00:00:00.000","2019-11-12T00:00:00.000","3","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","UNKNOWN","PENDING","COUNTY","OUT OF COUNTY","97526","
,  97526
(42.44345, -123.32449)","1"
"SHADOW","DOG","PIT BULL/MIX","BLACK/WHITE","Neutered","LARGE","2013-11-15T00:00:00.000","K14-010009","DS51","A309489","2014-07-27T00:00:00.000","2014-07-29T00:00:00.000","2","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_NOTICE","HEALTHY","HEALTHY","COUNTY","*COTATI","94931","
,  94931
(38.32345, -122.70821)","1"
,"CAT","DOMESTIC LH","ORANGE/WHITE","Spayed","SMALL","2004-05-18T00:00:00.000","K17-023516","SMM","A352753","2017-05-16T00:00:00.000","2017-05-24T00:00:00.000","8","STRAY","FIELD","ADOPTION","WALKIN","TREATABLE/REHAB","HEALTHY","SANTA ROSA","OUT OF COUNTY","97537","
,  97537
(42.43416, -123.1676)","1"
"ROOFUS","DOG","AUST SHEPHERD/WOLF","BL BRINDLE","Neutered","MED","2020-03-11T00:00:00.000","K21-039194","DQ109","A398854","2021-07-30T00:00:00.000","2021-08-25T00:00:00.000","26","OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"FIONA","DOG","AUST CATTLE DOG","BLACK/BLUE","Female","MED",,"K15-016539","TRUCK","A329176","2015-10-24T00:00:00.000","2015-10-24T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","HEALTHY","HEALTHY","COUNTY","COUNTY","94952","
,  94952
(38.23262, -122.64426)","1"
,"CAT","DOMESTIC SH","BLACK/WHITE","Female","SMALL",,"K15-016300","CS06","A328047","2015-10-07T00:00:00.000","2015-10-09T00:00:00.000","2","STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
,"OTHER","BAT","BROWN","Unknown","SMALL",,"K20-035734","EUTH","A397198","2020-04-21T00:00:00.000","2020-04-21T00:00:00.000","0","QUARANTINE","OVER THE COUNTER_STRAY","EUTHANIZE","FRA","UNTREATABLE","UNTREATABLE","*PETALUMA",,,,"1"
,"DOG","ROTTWEILER/PIT BULL","BROWN/BLACK","Male","PUPPY","2019-09-19T00:00:00.000","K19-034023","VET","A392061","2019-10-04T00:00:00.000","2019-10-04T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER",,"UNKNOWN","PENDING","COUNTY","COUNTY","95403","
,  95403
(38.51311, -122.75502)","1"
,"OTHER","RABBIT SH","WHITE","Female","SMALL","2013-06-09T00:00:00.000","K16-019198","CS06","A338050","2016-06-07T00:00:00.000","2016-06-25T00:00:00.000","18","STRAY","PRIV_SHELT","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"LUNA","DOG","SIBERIAN HUSKY","GRAY","Spayed","LARGE","2012-06-05T00:00:00.000","K17-026396","DS71","A289410","2017-11-20T00:00:00.000","2017-11-21T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
,"CAT","ABYSSINIAN","AGOUTI","Unknown","KITTN",,"K22-041677","TX","A412072","2022-06-18T00:00:00.000","2022-06-18T00:00:00.000","0","STRAY","OVER THE COUNTER","TRANSFER","PETLUMA PP","UNKNOWN","PENDING","SANTA ROSA","*PETALUMA","94952","
,  94952
(38.23262, -122.64426)","1"
"HANK","DOG","BEAGLE","TRICOLOR","Neutered","MED","2010-01-20T00:00:00.000","K16-017785","DS59","A332237","2016-02-13T00:00:00.000","2016-02-13T00:00:00.000","0","CONFISCATE","FLD_CRUEL","RETURN TO OWNER","FLD_PRVS","HEALTHY","HEALTHY","*WINDSOR","COUNTY","95436","
,  95436
(38.47569, -122.89487)","1"
"LEFT BEHIND","CAT","DOMESTIC SH","LYNX PT","Spayed","SMALL","2013-10-31T00:00:00.000","K14-011500","CS06","A313147","2014-10-28T00:00:00.000","2014-10-31T00:00:00.000","3","STRAY","COMM CAT","RETURN TO OWNER","MEDICAL","HEALTHY","HEALTHY","COUNTY","COUNTY","95476","
,  95476
(38.29188, -122.45728)","1"
"*CHIP","DOG","CHIHUAHUA SH/MIX","BROWN","Male","SMALL","2006-04-27T00:00:00.000","K19-031952","DS55","A386201","2019-04-15T00:00:00.000","2019-05-03T00:00:00.000","18","STRAY","FIELD","EUTHANIZE","ILL SEVERE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA",,,,"1"
,"CAT","DOMESTIC SH","BLACK","Unknown","KITTN",,"K18-029869","RECEIVING","A376036","2018-09-13T00:00:00.000","2018-09-13T00:00:00.000","0","STRAY","COMM CAT","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
"*REN","DOG","BLUETICK HOUND","TRICOLOR","Neutered","PUPPY","2017-05-01T00:00:00.000","K17-024169","DA48","A354558","2017-06-29T00:00:00.000","2017-07-08T00:00:00.000","9","STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","95436","
,  95436
(38.47569, -122.89487)","1"
"JAGUAR","DOG","AMERICAN STAFF","FAWN/WHITE","Neutered","LARGE","2011-06-23T00:00:00.000","K16-017969","DS76","A315224","2016-03-03T00:00:00.000","2016-03-04T00:00:00.000","1","CONFISCATE","FLD_ARREST","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","95401","
,  95401
(38.446019, -122.766748)","1"
"MURPHY","DOG","DACHSHUND/CHIHUAHUA SH","BLACK/TAN","Neutered","SMALL","2014-04-29T00:00:00.000","K15-016439","DA05","A328625","2015-10-17T00:00:00.000","2015-10-31T00:00:00.000","14","STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY","66061","
,  66061
(38.88353, -94.81852)","1"
"SAM","DOG","LABRADOR RETR","CHOCOLATE","Neutered","LARGE","2008-01-17T00:00:00.000","K18-027446","DS78","A301722","2018-03-05T00:00:00.000","2018-03-06T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","95404","
,  95404
(38.458384, -122.675588)","1"
"*WILLOW","DOG","BELG MALINOIS","BLACK","Spayed","MED","2017-09-09T00:00:00.000","K18-028702","DA07","A373039","2018-06-19T00:00:00.000","2018-07-14T00:00:00.000","25","STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","COUNTY","95446","
,  95446
(38.50204, -122.99739)","1"
"*ANASTASIA","DOG","BORDER COLLIE/MIX","WHITE/TAN","Spayed","MED","2019-10-21T00:00:00.000","K21-039739","DA32","A406921","2021-09-26T00:00:00.000","2021-10-29T00:00:00.000","33","STRAY","FIELD","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY",,,"1"
,"CAT","DOMESTIC SH","WHITE/BRN TABBY","Female","KITTN","2016-10-04T00:00:00.000","K16-021316","CI02","A344458","2016-10-26T00:00:00.000","2016-10-27T00:00:00.000","1","STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"*SMUDGE","CAT","DOMESTIC SH","WHITE/BLACK","Spayed","SMALL","2014-06-03T00:00:00.000","K15-013323","WESTFARM","A319415","2015-03-26T00:00:00.000","2015-04-07T00:00:00.000","12","STRAY","COMM CAT","ADOPTION","WESTFARM","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
,"CAT","DOMESTIC SH","BRN TABBY","Neutered","SMALL",,"K15-013947","SMM","A321616","2015-05-12T00:00:00.000","2015-05-21T00:00:00.000","9","STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","*WINDSOR",,,,"1"
,"CAT","DOMESTIC SH","BLACK","Unknown","KITTN",,"K22-041449","TRUCK","A411707","2022-05-24T00:00:00.000","2022-05-24T00:00:00.000","0","STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNKNOWN","UNTREATABLE","SANTA ROSA",,,,"1"
"HOPE","DOG","CHIHUAHUA SH","TAN","Female","TOY","2014-08-09T00:00:00.000","K17-024743","CI02","A356584","2017-08-07T00:00:00.000","2017-08-09T00:00:00.000","2","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_MCHIP","TREATABLE/REHAB","HEALTHY","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
"CHUY","DOG","BELG MALINOIS/MIX","BROWN/BLACK","Neutered","LARGE","2018-01-01T00:00:00.000","K19-033618","TRUCK","A391181","2019-09-06T00:00:00.000","2019-09-06T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
,"CAT","DOMESTIC LH","BRN TABBY","Spayed","SMALL",,"K16-020895","CS06","A342669","2016-09-24T00:00:00.000","2016-09-30T00:00:00.000","6","STRAY","COMM CAT","RETURN TO OWNER","COMMCAT","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","COUNTY","94952","
,  94952
(38.23262, -122.64426)","1"
"BRANDO","DOG","PIT BULL","BR BRINDLE","Neutered","LARGE","2012-02-13T00:00:00.000","K17-022637","DS73","A293682","2017-02-26T00:00:00.000","2017-02-28T00:00:00.000","2","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WALKIN","TREATABLE/REHAB","TREATABLE/REHAB","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
"*FRAZER","CAT","DOMESTIC SH","ORG TABBY","Neutered","SMALL","2015-05-11T00:00:00.000","K15-015682","LOBBY","A326419","2015-08-29T00:00:00.000","2015-09-15T00:00:00.000","17","STRAY","COMM CAT","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
"SAMUEL","CAT","DOMESTIC MH","BLACK","Neutered","KITTN","2015-05-03T00:00:00.000","K15-014272","WESTFARM","A322621","2015-06-03T00:00:00.000","2015-07-17T00:00:00.000","44","STRAY","COMM CAT","ADOPTION","WESTFARM","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
